#nid,label,prop1,prop2,prop3,start,end
66,person,,low,neg,19,21
66,person,,low,neg,23,25
66,person,,low,neg,26,28
66,person,,low,neg,30,33
66,person,,low,neg,34,35
66,person,,low,neg,37,40
66,person,,low,neg,42,45
66,person,,low,neg,46,48
67,person,,low,neg,1,3
67,person,,low,neg,4,5
67,person,,low,neg,6,7
67,person,,low,neg,9,10
67,person,,low,neg,11,14
67,person,,low,neg,15,17
67,person,,low,neg,19,22
67,person,,low,neg,23,25
67,person,,low,neg,27,29
67,person,,low,neg,30,32
67,person,,low,neg,33,34
67,person,,low,pos,36,37
67,person,,low,neg,38,39
67,person,,low,neg,41,43
67,person,,low,neg,44,46
67,person,,low,neg,47,49
68,person,,low,neg,1,3
68,person,,low,neg,4,7
68,person,,low,neg,10,13
68,person,,low,neg,16,19
68,person,,low,neg,20,23
68,person,,low,neg,24,26
68,person,,low,neg,27,29
68,person,,low,neg,32,34
68,person,,low,neg,37,39
68,person,,low,neg,40,43
68,person,,low,neg,44,47
69,person,,low,neg,1,2
69,person,,low,neg,4,6
69,person,,low,neg,7,10
69,person,,low,neg,15,16
69,person,,low,neg,18,19
69,person,,low,neg,20,21
69,person,,low,neg,22,23
69,person,,low,pos,24,25
69,person,,low,neg,26,27
69,person,,low,neg,28,29
69,person,,low,neg,31,32
69,person,,low,neg,33,35
69,person,,low,neg,36,37
69,person,,low,neg,40,41
69,person,,low,neg,42,43
69,person,,low,neg,46,49
70,person,,high,neg,2,4
70,person,,high,neg,5,7
70,person,,high,neg,11,14
70,person,,high,neg,15,17
70,person,,high,neg,18,19
70,person,,high,neg,20,21
70,person,,high,neg,22,25
70,person,,high,neg,26,28
70,person,,high,neg,30,31
70,person,,high,neg,32,34
70,person,,high,neg,35,38
70,person,,high,neg,39,42
70,person,,high,neg,43,44
70,person,,high,neg,45,46
70,person,,high,neg,47,49
71,person,,high,neg,3,5
71,person,,high,neg,6,7
71,person,,high,neg,9,10
71,person,,high,pos,13,15
71,person,,high,neg,16,19
71,person,,high,neg,20,22
71,person,,high,neg,23,25
71,person,,high,neg,26,29
71,person,,high,neg,30,31
71,person,,high,neg,34,36
71,person,,high,neg,37,38
71,person,,high,neg,39,41
71,person,,high,neg,42,43
71,person,,high,neg,44,46
71,person,,high,neg,47,49
72,person,,low,neg,1,4
72,person,,low,neg,5,6
72,person,,low,neg,8,9
72,person,,low,neg,10,12
72,person,,low,neg,13,16
72,person,,low,pos,17,20
72,person,,low,neg,22,24
72,person,,low,neg,25,26
72,person,,low,neg,27,30
72,person,,low,neg,31,33
72,person,,low,neg,34,37
72,person,,low,neg,38,39
72,person,,low,neg,40,41
72,person,,low,neg,44,46
72,person,,low,neg,47,49
73,person,,low,neg,1,4
73,person,,low,neg,7,8
73,person,,low,neg,10,12
73,person,,low,neg,13,15
73,person,,low,neg,16,17
73,person,,low,neg,18,21
73,person,,low,neg,22,24
73,person,,low,neg,25,27
73,person,,low,neg,28,29
73,person,,low,neg,30,32
73,person,,low,neg,34,36
73,person,,low,neg,37,39
73,person,,low,neg,40,42
73,person,,low,neg,43,44
73,person,,low,neg,46,48
74,person,,low,neg,2,5
74,person,,low,neg,6,7
74,person,,low,pos,9,11
74,person,,low,neg,12,13
74,person,,low,neg,14,15
74,person,,low,neg,16,19
74,person,,low,neg,20,23
74,person,,low,neg,24,26
74,person,,low,neg,27,30
74,person,,low,neg,31,32
74,person,,low,neg,34,35
74,person,,low,neg,36,38
74,person,,low,neg,39,40
74,person,,low,pos,41,44
74,person,,low,neg,45,47
74,person,,low,neg,48,50
75,person,,low,neg,1,4
75,person,,low,neg,5,6
75,person,,low,neg,7,9
75,person,,low,neg,10,12
75,person,,low,neg,16,18
75,person,,low,neg,19,20
75,person,,low,neg,22,24
75,person,,low,neg,26,27
75,person,,low,neg,29,32
75,person,,low,neg,34,35
75,person,,low,neg,36,38
75,person,,low,neg,40,41
75,person,,low,pos,42,45
75,person,,low,neg,47,48
75,person,,low,neg,49,51
76,person,,high,neg,1,2
76,person,,high,neg,4,7
76,person,,high,neg,8,11
76,person,,high,neg,13,15
76,person,,high,neg,17,19
76,person,,high,neg,21,24
76,person,,high,neg,25,26
76,person,,high,neg,27,30
76,person,,high,neg,31,34
76,person,,high,neg,35,37
76,person,,high,neg,40,42
76,person,,high,neg,43,45
76,person,,high,neg,46,48
76,person,,high,pos,49,51
77,person,,low,neg,1,2
77,person,,low,neg,3,5
77,person,,low,neg,6,7
77,person,,low,neg,8,9
77,person,,low,neg,13,15
77,person,,low,neg,17,19
77,person,,low,neg,23,25
77,person,,low,neg,26,29
77,person,,low,neg,30,32
77,person,,low,neg,33,36
77,person,,low,neg,37,38
77,person,,low,neg,39,40
77,person,,low,neg,42,44
77,person,,low,neg,45,46
77,person,,low,neg,47,48
78,person,,low,neg,1,3
78,person,,low,neg,4,6
78,person,,low,neg,8,10
78,person,,low,pos,11,13
78,person,,low,neg,16,18
78,person,,low,neg,19,21
78,person,,low,neg,22,23
78,person,,low,neg,25,27
78,person,,low,neg,30,32
78,person,,low,neg,34,37
78,person,,low,neg,41,42
78,person,,low,neg,43,45
78,person,,low,neg,46,49
79,person,,high,neg,1,3
79,person,,high,neg,4,5
79,person,,high,neg,6,7
79,person,,high,neg,8,10
79,person,,high,neg,11,13
79,person,,high,neg,14,17
79,person,,high,neg,18,21
79,person,,high,neg,22,24
79,person,,high,neg,25,27
79,person,,high,neg,28,30
79,person,,high,neg,31,32
79,person,,high,neg,33,36
79,person,,high,neg,38,39
79,person,,high,pos,40,43
79,person,,high,neg,44,45
79,person,,high,pos,48,49
80,person,,high,neg,2,3
80,person,,high,neg,6,7
80,person,,high,neg,8,11
80,person,,high,neg,12,14
80,person,,high,neg,15,16
80,person,,high,neg,17,19
80,person,,high,neg,21,23
80,person,,high,neg,24,27
80,person,,high,neg,28,31
80,person,,high,neg,32,34
80,person,,high,neg,35,36
80,person,,high,neg,37,40
80,person,,high,neg,43,45
80,person,,high,neg,46,47
81,person,,high,neg,3,6
81,person,,high,neg,7,8
81,person,,high,neg,9,11
81,person,,high,neg,12,14
81,person,,high,neg,16,17
81,person,,high,neg,18,21
81,person,,high,neg,24,26
81,person,,high,pos,27,29
81,person,,high,pos,30,33
81,person,,high,neg,34,37
81,person,,high,neg,38,41
81,person,,high,neg,42,45
81,person,,high,neg,46,49
82,person,,low,neg,3,6
82,person,,low,neg,8,9
82,person,,low,neg,10,13
82,person,,low,neg,14,17
82,person,,low,neg,18,20
82,person,,low,neg,21,22
82,person,,low,pos,23,24
82,person,,low,neg,25,26
82,person,,low,neg,27,30
82,person,,low,neg,31,33
82,person,,low,neg,34,35
82,person,,low,neg,36,37
82,person,,low,neg,38,41
82,person,,low,neg,42,43
82,person,,low,neg,44,45
82,person,,low,neg,46,47
82,person,,low,neg,49,50
83,person,,high,neg,1,4
83,person,,high,neg,5,6
83,person,,high,neg,8,9
83,person,,high,pos,10,12
83,person,,high,neg,13,16
83,person,,high,neg,18,21
83,person,,high,neg,24,25
83,person,,high,neg,26,27
83,person,,high,neg,28,29
83,person,,high,neg,30,33
83,person,,high,neg,36,38
83,person,,high,neg,39,41
83,person,,high,neg,45,47
83,person,,high,neg,48,49
84,person,,low,neg,1,4
84,person,,low,neg,5,7
84,person,,low,neg,8,10
84,person,,low,neg,11,13
84,person,,low,neg,15,17
84,person,,low,neg,18,19
84,person,,low,neg,20,22
84,person,,low,neg,24,25
84,person,,low,neg,26,27
84,person,,low,neg,29,30
84,person,,low,neg,31,34
84,person,,low,neg,35,36
84,person,,low,neg,37,39
84,person,,low,neg,41,42
84,person,,low,neg,44,47
85,person,,low,neg,1,3
85,person,,low,neg,4,7
85,person,,low,neg,9,10
85,person,,low,neg,11,13
85,person,,low,neg,14,17
85,person,,low,neg,18,21
85,person,,low,neg,22,23
85,person,,low,neg,25,27
85,person,,low,neg,28,29
85,person,,low,neg,31,32
85,person,,low,neg,33,35
85,person,,low,neg,38,39
85,person,,low,neg,40,42
85,person,,low,neg,43,45
85,person,,low,neg,48,51
86,person,,low,neg,1,3
86,person,,low,neg,4,7
86,person,,low,neg,9,10
86,person,,low,neg,11,12
86,person,,low,neg,13,16
86,person,,low,neg,17,19
86,person,,low,neg,21,22
86,person,,low,neg,24,25
86,person,,low,neg,26,27
86,person,,low,neg,29,30
86,person,,low,neg,31,32
86,person,,low,neg,33,35
86,person,,low,neg,38,41
86,person,,low,neg,42,43
86,person,,low,neg,46,47
86,person,,low,neg,48,51
87,person,,low,neg,1,3
87,person,,low,neg,4,6
87,person,,low,neg,8,10
87,person,,low,neg,11,13
87,person,,low,neg,14,16
87,person,,low,neg,17,20
87,person,,low,neg,22,23
87,person,,low,neg,24,25
87,person,,low,neg,26,29
87,person,,low,neg,30,31
87,person,,low,neg,32,35
87,person,,low,neg,36,38
87,person,,low,neg,40,41
87,person,,low,neg,42,43
87,person,,low,neg,44,47
87,person,,low,neg,49,51
88,person,,high,neg,3,4
88,person,,high,neg,5,7
88,person,,high,neg,8,10
88,person,,high,neg,11,12
88,person,,high,neg,13,14
88,person,,high,neg,16,18
88,person,,high,neg,20,21
88,person,,high,neg,22,24
88,person,,high,neg,25,28
88,person,,high,neg,29,30
88,person,,high,neg,31,34
88,person,,high,neg,35,36
88,person,,high,neg,37,40
88,person,,high,neg,41,42
88,person,,high,neg,43,45
88,person,,high,neg,46,49
89,person,,low,neg,1,2
89,person,,low,neg,3,5
89,person,,low,neg,7,9
89,person,,low,neg,11,14
89,person,,low,neg,15,16
89,person,,low,neg,18,20
89,person,,low,neg,22,24
89,person,,low,neg,26,27
89,person,,low,neg,28,29
89,person,,low,pos,30,33
89,person,,low,neg,34,36
89,person,,low,neg,37,38
89,person,,low,neg,41,43
89,person,,low,neg,45,46
89,person,,low,neg,47,48
90,person,,low,neg,2,4
90,person,,low,neg,6,9
90,person,,low,neg,10,11
90,person,,low,neg,14,15
90,person,,low,neg,16,18
90,person,,low,neg,20,22
90,person,,low,neg,23,25
90,person,,low,neg,26,29
90,person,,low,neg,30,32
90,person,,low,neg,33,34
90,person,,low,neg,36,38
90,person,,low,pos,39,40
90,person,,low,neg,41,44
90,person,,low,neg,45,46
90,person,,low,neg,47,49
91,person,,high,neg,1,2
91,person,,high,neg,3,5
91,person,,high,neg,7,8
91,person,,high,neg,10,12
91,person,,high,neg,15,16
91,person,,high,neg,19,20
91,person,,high,neg,22,24
91,person,,high,neg,25,27
91,person,,high,neg,28,29
91,person,,high,neg,30,33
91,person,,high,neg,34,36
91,person,,high,neg,38,39
91,person,,high,neg,40,42
91,person,,high,neg,43,45
92,person,,high,neg,2,3
92,person,,high,neg,4,6
92,person,,high,neg,9,10
92,person,,high,neg,13,15
92,person,,high,neg,16,17
92,person,,high,neg,19,20
92,person,,high,neg,22,24
92,person,,high,neg,25,27
92,person,,high,neg,28,31
92,person,,high,neg,32,35
92,person,,high,neg,36,37
92,person,,high,neg,38,40
92,person,,high,neg,41,44
92,person,,high,pos,45,48
93,person,,low,neg,1,3
93,person,,low,neg,4,5
93,person,,low,neg,6,7
93,person,,low,neg,9,10
93,person,,low,neg,11,12
93,person,,low,neg,13,16
93,person,,low,neg,17,20
93,person,,low,neg,21,23
93,person,,low,neg,24,25
93,person,,low,pos,26,29
93,person,,low,neg,30,31
93,person,,low,neg,32,34
93,person,,low,neg,36,39
93,person,,low,neg,40,42
93,person,,low,neg,43,44
93,person,,low,neg,45,47
93,person,,low,neg,48,50
94,person,,low,neg,1,3
94,person,,low,neg,6,7
94,person,,low,neg,8,10
94,person,,low,neg,12,15
94,person,,low,neg,16,18
94,person,,low,neg,19,21
94,person,,low,neg,22,23
94,person,,low,neg,24,26
94,person,,low,neg,27,28
94,person,,low,neg,30,31
94,person,,low,neg,32,34
94,person,,low,neg,35,36
94,person,,low,neg,37,38
94,person,,low,neg,39,42
94,person,,low,neg,43,44
94,person,,low,neg,45,46
94,person,,low,neg,48,50
95,person,,low,neg,1,2
95,person,,low,neg,4,6
95,person,,low,neg,7,9
95,person,,low,neg,10,11
95,person,,low,neg,13,14
95,person,,low,neg,18,20
95,person,,low,neg,22,24
95,person,,low,neg,26,28
95,person,,low,pos,31,33
95,person,,low,neg,34,36
95,person,,low,neg,37,39
95,person,,low,neg,40,43
95,person,,low,neg,46,48
96,person,,low,neg,1,3
96,person,,low,neg,5,6
96,person,,low,neg,7,8
96,person,,low,neg,10,12
96,person,,low,neg,13,14
96,person,,low,neg,15,18
96,person,,low,neg,19,21
96,person,,low,neg,22,24
96,person,,low,neg,25,28
96,person,,low,neg,29,30
96,person,,low,neg,31,32
96,person,,low,neg,33,35
96,person,,low,neg,37,39
96,person,,low,pos,40,42
96,person,,low,neg,45,46
96,person,,low,neg,47,49
97,person,,low,neg,1,2
97,person,,low,neg,3,4
97,person,,low,neg,6,7
97,person,,low,neg,8,9
97,person,,low,neg,11,13
97,person,,low,neg,15,16
97,person,,low,neg,17,18
97,person,,low,neg,19,21
97,person,,low,neg,24,26
97,person,,low,neg,28,29
97,person,,low,neg,30,31
97,person,,low,neg,34,35
97,person,,low,neg,36,39
97,person,,low,neg,40,42
97,person,,low,neg,43,46
97,person,,low,neg,47,50
98,person,,low,neg,1,3
98,person,,low,neg,5,7
98,person,,low,neg,8,9
98,person,,low,neg,10,13
98,person,,low,neg,14,15
98,person,,low,neg,16,17
98,person,,low,neg,18,20
98,person,,low,neg,21,24
98,person,,low,neg,25,26
98,person,,low,neg,27,29
98,person,,low,neg,31,33
98,person,,low,neg,34,36
98,person,,low,neg,37,38
98,person,,low,neg,39,41
98,person,,low,neg,43,44
98,person,,low,neg,45,46
98,person,,low,neg,47,50
99,person,,low,neg,1,3
99,person,,low,neg,4,5
99,person,,low,neg,6,9
99,person,,low,neg,11,14
99,person,,low,neg,16,17
99,person,,low,neg,18,20
99,person,,low,neg,24,26
99,person,,low,neg,27,28
99,person,,low,neg,30,31
99,person,,low,neg,32,34
99,person,,low,neg,35,37
99,person,,low,neg,38,39
99,person,,low,neg,40,43
99,person,,low,pos,45,46
99,person,,low,neg,47,50
100,person,,high,neg,2,4
100,person,,high,neg,5,7
100,person,,high,neg,8,9
100,person,,high,neg,10,12
100,person,,high,neg,13,14
100,person,,high,neg,16,17
100,person,,high,neg,18,21
100,person,,high,neg,22,23
100,person,,high,neg,25,26
100,person,,high,neg,27,30
100,person,,high,neg,31,34
100,person,,high,neg,35,38
100,person,,high,neg,41,42
100,person,,high,neg,43,45
100,person,,high,neg,46,49
101,person,,low,neg,1,3
101,person,,low,neg,4,6
101,person,,low,neg,7,8
101,person,,low,neg,9,11
101,person,,low,neg,13,14
101,person,,low,neg,16,19
101,person,,low,neg,21,24
101,person,,low,neg,26,27
101,person,,low,neg,28,29
101,person,,low,pos,30,32
101,person,,low,neg,35,36
101,person,,low,neg,38,40
101,person,,low,neg,42,44
101,person,,low,neg,45,47
101,person,,low,neg,48,49
102,person,,low,neg,1,2
102,person,,low,neg,3,5
102,person,,low,neg,6,9
102,person,,low,neg,10,12
102,person,,low,neg,15,16
102,person,,low,neg,17,18
102,person,,low,neg,19,21
102,person,,low,neg,22,23
102,person,,low,neg,25,26
102,person,,low,neg,27,28
102,person,,low,neg,33,34
102,person,,low,neg,35,38
102,person,,low,neg,39,41
102,person,,low,neg,43,45
102,person,,low,neg,46,48
103,person,,low,neg,1,3
103,person,,low,neg,5,6
103,person,,low,neg,7,9
103,person,,low,neg,10,12
103,person,,low,neg,13,14
103,person,,low,neg,15,17
103,person,,low,neg,18,20
103,person,,low,neg,21,22
103,person,,low,neg,23,25
103,person,,low,neg,26,28
103,person,,low,neg,30,31
103,person,,low,neg,32,34
103,person,,low,neg,36,38
103,person,,low,neg,39,41
103,person,,low,neg,43,45
103,person,,low,neg,46,48
104,person,,low,neg,1,2
104,person,,low,neg,3,6
104,person,,low,neg,7,8
104,person,,low,neg,9,10
104,person,,low,neg,11,13
104,person,,low,neg,14,16
104,person,,low,neg,17,19
104,person,,low,neg,21,23
104,person,,low,neg,24,27
104,person,,low,neg,28,29
104,person,,low,neg,32,34
104,person,,low,neg,35,37
104,person,,low,neg,38,39
104,person,,low,neg,42,46
104,person,,low,neg,47,50
105,person,,low,neg,1,3
105,person,,low,neg,4,6
105,person,,low,neg,8,9
105,person,,low,neg,10,12
105,person,,low,neg,15,16
105,person,,low,neg,18,19
105,person,,low,neg,20,23
105,person,,low,neg,24,25
105,person,,low,neg,26,27
105,person,,low,neg,28,29
105,person,,low,neg,31,33
105,person,,low,neg,34,35
105,person,,low,neg,36,39
105,person,,low,neg,40,43
105,person,,low,neg,45,47
105,person,,low,neg,48,51
106,person,,low,neg,1,2
106,person,,low,neg,3,5
106,person,,low,neg,6,8
106,person,,low,neg,9,10
106,person,,low,neg,11,12
106,person,,low,pos,14,15
106,person,,low,neg,16,18
106,person,,low,neg,19,21
106,person,,low,neg,22,24
106,person,,low,neg,26,27
106,person,,low,neg,29,30
106,person,,low,neg,34,36
106,person,,low,neg,38,41
106,person,,low,neg,42,45
106,person,,low,neg,46,47
106,person,,low,neg,48,50
107,person,,low,neg,1,2
107,person,,low,neg,3,5
107,person,,low,neg,6,9
107,person,,low,neg,14,15
107,person,,low,neg,17,18
107,person,,low,neg,19,20
107,person,,low,neg,21,23
107,person,,low,neg,24,26
107,person,,low,neg,27,30
107,person,,low,neg,31,32
107,person,,low,neg,33,36
107,person,,low,neg,39,41
107,person,,low,neg,42,44
107,person,,low,neg,46,47
107,person,,low,neg,48,50
108,person,,high,neg,1,4
108,person,,high,neg,5,6
108,person,,high,neg,7,8
108,person,,high,neg,10,12
108,person,,high,neg,14,17
108,person,,high,neg,18,19
108,person,,high,neg,20,23
108,person,,high,neg,24,25
108,person,,high,neg,26,28
108,person,,high,neg,29,30
108,person,,high,neg,32,35
108,person,,high,neg,36,38
108,person,,high,neg,39,40
108,person,,high,neg,43,44
108,person,,high,neg,45,47
108,person,,high,neg,48,49
109,person,,low,neg,2,5
109,person,,low,neg,7,9
109,person,,low,neg,10,13
109,person,,low,neg,14,15
109,person,,low,neg,18,19
109,person,,low,neg,20,23
109,person,,low,neg,24,25
109,person,,low,neg,26,27
109,person,,low,neg,28,30
109,person,,low,neg,31,33
109,person,,low,neg,34,35
109,person,,low,neg,36,37
109,person,,low,neg,38,39
109,person,,low,neg,41,42
109,person,,low,neg,44,46
109,person,,low,neg,47,48
110,person,,low,neg,3,6
110,person,,low,neg,7,9
110,person,,low,neg,12,14
110,person,,low,neg,16,17
110,person,,low,pos,19,22
110,person,,low,neg,24,25
110,person,,low,pos,27,29
110,person,,low,neg,31,33
110,person,,low,neg,34,35
110,person,,low,neg,37,39
110,person,,low,neg,41,44
110,person,,low,neg,45,47
111,person,,low,neg,1,2
111,person,,low,neg,4,5
111,person,,low,neg,10,12
111,person,,low,neg,13,14
111,person,,low,neg,15,16
111,person,,low,neg,17,20
111,person,,low,neg,22,24
111,person,,low,neg,26,28
111,person,,low,neg,29,30
111,person,,low,neg,31,34
111,person,,low,neg,35,38
111,person,,low,neg,39,41
111,person,,low,neg,42,44
111,person,,low,neg,45,46
111,person,,low,neg,47,49
112,person,,low,pos,1,3
112,person,,low,neg,5,7
112,person,,low,neg,8,10
112,person,,low,neg,12,15
112,person,,low,neg,17,19
112,person,,low,neg,20,23
112,person,,low,neg,25,28
112,person,,low,neg,29,32
112,person,,low,neg,33,35
112,person,,low,neg,36,39
112,person,,low,neg,41,44
112,person,,low,neg,45,46
112,person,,low,neg,47,50
113,person,,high,neg,2,4
113,person,,high,neg,5,8
113,person,,high,neg,10,11
113,person,,high,neg,15,16
113,person,,high,neg,17,20
113,person,,high,neg,21,24
113,person,,high,neg,25,26
113,person,,high,neg,28,29
113,person,,high,neg,30,31
113,person,,high,neg,32,34
113,person,,high,neg,35,36
113,person,,high,neg,37,40
113,person,,high,neg,43,45
113,person,,high,neg,47,49
114,person,,high,neg,1,4
114,person,,high,neg,6,8
114,person,,high,neg,11,13
114,person,,high,neg,14,15
114,person,,high,neg,18,19
114,person,,high,neg,20,21
114,person,,high,neg,22,25
114,person,,high,neg,28,30
114,person,,high,neg,31,33
114,person,,high,pos,34,37
114,person,,high,neg,39,42
114,person,,high,neg,43,46
114,person,,high,neg,48,49
115,person,,high,neg,1,3
115,person,,high,neg,4,5
115,person,,high,pos,7,10
115,person,,high,neg,11,13
115,person,,high,neg,14,16
115,person,,high,neg,18,21
115,person,,high,neg,22,25
115,person,,high,neg,26,27
115,person,,high,neg,28,29
115,person,,high,neg,32,33
115,person,,high,neg,34,35
115,person,,high,neg,36,37
115,person,,high,neg,39,42
115,person,,high,neg,43,44
115,person,,high,neg,45,46
115,person,,high,neg,48,49
116,person,,low,neg,1,3
116,person,,low,neg,4,6
116,person,,low,neg,7,9
116,person,,low,pos,11,13
116,person,,low,neg,15,16
116,person,,low,neg,17,20
116,person,,low,neg,22,24
116,person,,low,neg,25,28
116,person,,low,neg,29,30
116,person,,low,neg,32,33
116,person,,low,pos,34,37
116,person,,low,neg,38,39
116,person,,low,neg,40,41
116,person,,low,neg,42,43
116,person,,low,neg,44,45
116,person,,low,neg,46,47
116,person,,low,neg,48,49
117,person,,low,neg,1,4
117,person,,low,neg,5,7
117,person,,low,neg,8,9
117,person,,low,neg,10,11
117,person,,low,pos,14,17
117,person,,low,neg,19,21
117,person,,low,neg,22,24
117,person,,low,neg,25,27
117,person,,low,neg,29,30
117,person,,low,neg,33,36
117,person,,low,neg,40,42
117,person,,low,neg,43,44
117,person,,low,neg,45,47
117,person,,low,neg,49,51
118,person,,low,neg,1,2
118,person,,low,pos,3,4
118,person,,low,neg,5,7
118,person,,low,neg,8,10
118,person,,low,neg,12,15
118,person,,low,neg,18,19
118,person,,low,neg,20,23
118,person,,low,neg,24,26
118,person,,low,neg,28,29
118,person,,low,neg,30,32
118,person,,low,neg,33,34
118,person,,low,neg,37,40
118,person,,low,neg,41,43
118,person,,low,neg,44,47
118,person,,low,neg,48,50
119,person,,low,neg,2,5
119,person,,low,neg,6,7
119,person,,low,neg,10,11
119,person,,low,neg,12,15
119,person,,low,neg,16,17
119,person,,low,pos,18,20
119,person,,low,neg,21,23
119,person,,low,neg,24,25
119,person,,low,neg,26,27
119,person,,low,neg,28,29
119,person,,low,neg,30,31
119,person,,low,neg,32,34
119,person,,low,pos,36,37
119,person,,low,neg,38,39
119,person,,low,neg,40,41
119,person,,low,pos,42,43
119,person,,low,neg,44,47
119,person,,low,neg,48,51
120,person,,low,neg,1,2
120,person,,low,neg,3,4
120,person,,low,neg,5,6
